,Album,Artist,CreditedArtist,Credits,ArtistURL
13543,Thrakattak,King Crimson,John Sinks,Technician,https://www.allmusic.com/artist/john-sinks-mn0001750899
13544,Thrakattak,King Crimson,Rick Smith,Merchandising,https://www.allmusic.com/artist/rick-smith-mn0000363331
13545,Seltzer,Various,Patrick Andrew,Composer,https://www.allmusic.com/artist/patrick-andrew-mn0001206239
13546,Seltzer,Various,Audio Adrenaline,"Composer,  Performer,  Primary Artist",https://www.allmusic.com/artist/audio-adrenaline-mn0000760389
13547,Seltzer,Various,Joe Baldridge,Producer,https://www.allmusic.com/artist/joe-baldridge-mn0000142763
13548,Seltzer,Various,Nick Barber,Composer,https://www.allmusic.com/artist/nick-barber-mn0001754724
13549,Seltzer,Various,Adrian Belew,Producer,https://www.allmusic.com/artist/adrian-belew-mn0000498577
13550,Seltzer,Various,Big Tent Revival,"Performer,  Primary Artist",https://www.allmusic.com/artist/big-tent-revival-mn0000062927
13551,Seltzer,Various,Matt Bronleewe,Composer,https://www.allmusic.com/artist/matt-bronleewe-mn0000389531
13552,Seltzer,Various,The Choir,"Performer,  Primary Artist",https://www.allmusic.com/artist/the-choir-mn0000763471
13553,Seltzer,Various,Josh Cougle,Composer,https://www.allmusic.com/artist/josh-cougle-mn0001778940
13554,Seltzer,Various,Derri Daugherty,"Composer,  Producer",https://www.allmusic.com/artist/derri-daugherty-mn0000818862
13555,Seltzer,Various,Tom Davis,"Art Direction,  Design",https://www.allmusic.com/artist/tom-davis-mn0001257366
13556,Seltzer,Various,dc Talk,"Performer,  Primary Artist",https://www.allmusic.com/artist/dc-talk-mn0000946560
13557,Seltzer,Various,Miguel DeJesus,Composer,https://www.allmusic.com/artist/miguel-dejesus-mn0000641961
13558,Seltzer,Various,Gene Eugene,Producer,https://www.allmusic.com/artist/gene-eugene-mn0000161118
13559,Seltzer,Various,Jeff Frazier,Photography,https://www.allmusic.com/artist/jeff-frazier-mn0001619585
13560,Seltzer,Various,Dan Fritz,Composer,https://www.allmusic.com/artist/dan-fritz-mn0001766099
13561,Seltzer,Various,Peter Furler,Composer,https://www.allmusic.com/artist/peter-furler-mn0000842528
13562,Seltzer,Various,Luis Garcia,Producer,https://www.allmusic.com/artist/luis-garcia-mn0000310997
13563,Seltzer,Various,John Goodmanson,Producer,https://www.allmusic.com/artist/john-goodmanson-mn0000811758
13564,Seltzer,Various,Grammatrain,"Composer,  Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/grammatrain-mn0000987547
13565,Seltzer,Various,John Hampton,Producer,https://www.allmusic.com/artist/john-hampton-mn0000183072
13566,Seltzer,Various,Joel Hanson,Composer,https://www.allmusic.com/artist/joel-hanson-mn0000177799
13567,Seltzer,Various,Mark Heimermann,"Composer,  Producer",https://www.allmusic.com/artist/mark-heimermann-mn0000276536
13568,Seltzer,Various,Mike Herrera,Composer,https://www.allmusic.com/artist/mike-herrera-mn0000410934
13569,Seltzer,Various,Steve Hindalong,"Composer,  Producer",https://www.allmusic.com/artist/steve-hindalong-mn0000043679
13570,Seltzer,Various,Holy Soldier,"Composer,  Performer,  Primary Artist",https://www.allmusic.com/artist/holy-soldier-mn0000221641
13571,Seltzer,Various,Scott Hunter,Composer,https://www.allmusic.com/artist/scott-hunter-mn0001844812
13572,Seltzer,Various,Jars of Clay,"Performer,  Primary Artist",https://www.allmusic.com/artist/jars-of-clay-mn0000215058
13573,Seltzer,Various,Johnny Q Public,"Performer,  Primary Artist",https://www.allmusic.com/artist/johnny-q-public-mn0000819744
13574,Seltzer,Various,Dana Key,Producer,https://www.allmusic.com/artist/dana-key-mn0000672192
13575,Seltzer,Various,Ken Love,Mastering,https://www.allmusic.com/artist/ken-love-mn0000549220
13576,Seltzer,Various,Charlie Lowell,Composer,https://www.allmusic.com/artist/charlie-lowell-mn0000174605
13577,Seltzer,Various,David Martis,Producer,https://www.allmusic.com/artist/david-martis-mn0001407730
13578,Seltzer,Various,Steve Mason,Composer,https://www.allmusic.com/artist/steve-mason-mn0000755236
13579,Seltzer,Various,Toby McKeehan,"Composer,  Producer",https://www.allmusic.com/artist/toby-mckeehan-mn0000607385
13580,Seltzer,Various,Bob Moon,Producer,https://www.allmusic.com/artist/bob-moon-mn0000762716
13581,Seltzer,Various,MxPx,"Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/mxpx-mn0000521851
13582,Seltzer,Various,Newsboys,"Performer,  Primary Artist",https://www.allmusic.com/artist/newsboys-mn0000393257
13583,Seltzer,Various,The O.C. Supertones,"Composer,  Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/the-oc-supertones-mn0000885387
13584,Seltzer,Various,PFR,"Performer,  Primary Artist",https://www.allmusic.com/artist/pfr-mn0000741974
13585,Seltzer,Various,Plankeye,"Composer,  Performer,  Primary Artist",https://www.allmusic.com/artist/plankeye-mn0000297773
13586,Seltzer,Various,Poor Old Lu,"Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/poor-old-lu-mn0000852364
13587,Seltzer,Various,Mac Powell,Composer,https://www.allmusic.com/artist/mac-powell-mn0000227484
13588,Seltzer,Various,Aaron Sprinkle,"Composer,  Producer",https://www.allmusic.com/artist/aaron-sprinkle-mn0000924660
13589,Seltzer,Various,Jesse Sprinkle,Composer,https://www.allmusic.com/artist/jesse-sprinkle-mn0000282838
13590,Seltzer,Various,Shawn Taylor,Composer,https://www.allmusic.com/artist/shawn-taylor-mn0001766435
13591,Seltzer,Various,Steve Taylor,Composer,https://www.allmusic.com/artist/steve-taylor-mn0000755858
13592,Seltzer,Various,Third Day,"Performer,  Primary Artist",https://www.allmusic.com/artist/third-day-mn0000590483
13593,Seltzer,Various,Oran Thornton,Composer,https://www.allmusic.com/artist/oran-thornton-mn0000403840
13594,Seltzer,Various,Steve Wiggins,Composer,https://www.allmusic.com/artist/steve-wiggins-mn0000037786
13595,Seltzer,Various,David Zaffiro,"Composer,  Producer",https://www.allmusic.com/artist/david-zaffiro-mn0000234090
13596,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Kenny Aaronson,"Bass,  Vocals (Background)",https://www.allmusic.com/artist/kenny-aaronson-mn0000081324
13597,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Vinny Appice,"Drums,  Vocals (Background)",https://www.allmusic.com/artist/vinny-appice-mn0000810307
13598,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Chris Athens,Digital Mastering,https://www.allmusic.com/artist/chris-athens-mn0000089033
13599,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Bobby Caldwell,Drums,https://www.allmusic.com/artist/bobby-caldwell-mn0001255563
13600,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Mike Chapman,Producer,https://www.allmusic.com/artist/mike-chapman-mn0000892956
13601,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Jud Cost,Liner Notes,https://www.allmusic.com/artist/jud-cost-mn0000834052
13602,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Rick Derringer,"Bass,  Composer,  Guitar,  Guitar (12 String),  Guitar (Acoustic),  Guitar (Electric),  Guitar (Rhythm),  Maracas,  Primary Artist,  Producer,  Sitar (Electric),  Tambourine,  Vocals,  Vocals (Background)",https://www.allmusic.com/artist/rick-derringer-mn0000301404
13603,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Jack Douglas,Producer,https://www.allmusic.com/artist/jack-douglas-mn0000126609
13604,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Wes Farrell,Composer,https://www.allmusic.com/artist/wes-farrell-mn0000819415
13605,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Mark Feldman,Project Director,https://www.allmusic.com/artist/mark-feldman-mn0000826988
13606,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Neil Giraldo,Piano,https://www.allmusic.com/artist/neil-giraldo-mn0000864538
13607,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Myron Grombacher,"Drums,  Vocals",https://www.allmusic.com/artist/myron-grombacher-mn0000518167
13608,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Carl Hall,Vocals (Background),https://www.allmusic.com/artist/carl-hall-mn0000162435
13609,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Paul Harris,Piano,https://www.allmusic.com/artist/paul-harris-mn0000015875
13610,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Dan Hartman,"Bass,  Guitar (Rhythm),  Organ,  Vocals (Background)",https://www.allmusic.com/artist/dan-hartman-mn0000670057
13611,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Randy Jo Hobbs,Bass,https://www.allmusic.com/artist/randy-jo-hobbs-mn0000394473
13612,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,George I. Isaac,Vocals (Background),https://www.allmusic.com/artist/george-i-isaac-mn0001870745
13613,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Danny Johnson,"Guitar,  Vocals",https://www.allmusic.com/artist/danny-johnson-mn0000675912
13614,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Benjy King,"Keyboards,  Vocals (Background)",https://www.allmusic.com/artist/benjy-king-mn0000775414
13615,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Donnie Kisselbach,"Bass,  Vocals",https://www.allmusic.com/artist/donnie-kisselbach-mn0000775900
13616,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Jerry Lacroix,"Saxophone,  Vocals (Background)",https://www.allmusic.com/artist/jerry-lacroix-mn0000332691
13617,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Joe Lala,Congas,https://www.allmusic.com/artist/joe-lala-mn0000137830
13618,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Tilly Lawrence,Trumpet,https://www.allmusic.com/artist/tilly-lawrence-mn0001701175
13619,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Mike McLellan,Trumpet,https://www.allmusic.com/artist/mike-mclellan-mn0001368814
13620,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Allen Nichols,Vocals (Background),https://www.allmusic.com/artist/allen-nichols-mn0001868258
13621,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Rick Nielsen,Composer,https://www.allmusic.com/artist/rick-nielsen-mn0000307135
13622,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Kenny Passarelli,Bass,https://www.allmusic.com/artist/kenny-passarelli-mn0000768391
13623,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Steven Paul,Organic Director,https://www.allmusic.com/artist/steven-paul-mn0000757069
13624,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Roger Powell,Organ,https://www.allmusic.com/artist/roger-powell-mn0000836068
13625,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Al Quaglieri,Compilation Producer,https://www.allmusic.com/artist/al-quaglieri-mn0000609617
13626,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Bobby Ramirez,Drums,https://www.allmusic.com/artist/bobby-ramirez-mn0001594717
13627,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Emmanuel Riley,Vocals (Background),https://www.allmusic.com/artist/emmanuel-riley-mn0001896300
13628,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Chuck Ruff,"Drums,  Percussion,  Vocals (Background)",https://www.allmusic.com/artist/chuck-ruff-mn0000717020
13629,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Todd Rundgren,"Producer,  Vocals (Background)",https://www.allmusic.com/artist/todd-rundgren-mn0000936425
13630,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Bert Russell,Composer,https://www.allmusic.com/artist/bert-russell-mn0000050274
13631,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Tony Sellari,Art Direction,https://www.allmusic.com/artist/tony-sellari-mn0001749340
13632,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,John Siegler,Bass,https://www.allmusic.com/artist/john-siegler-mn0000236212
13633,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,John Siomos,Drums,https://www.allmusic.com/artist/john-siomos-mn0000815501
13634,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,"Larry ""Ratso"" Sloman",Composer,https://www.allmusic.com/artist/larry-ratso-sloman-mn0000134478
13635,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Jon Smith,"Saxophone,  Vocals (Background)",https://www.allmusic.com/artist/jon-smith-mn0001285864
13636,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Patti Smith,Composer,https://www.allmusic.com/artist/patti-smith-mn0000747445
13637,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Kasim Sulton,Vocals (Background),https://www.allmusic.com/artist/kasim-sulton-mn0000359894
13638,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Bill Szymczyk,Producer,https://www.allmusic.com/artist/bill-szymczyk-mn0000076042
13639,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Tasha Thomas,Vocals (Background),https://www.allmusic.com/artist/tasha-thomas-mn0000102509
13640,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Joe Vitale,Drums,https://www.allmusic.com/artist/joe-vitale-mn0000808104
13641,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Joe Walsh,"Guest Artist,  Guitar (Electric)",https://www.allmusic.com/artist/joe-walsh-mn0000808214
13642,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Cynthia Weil,Composer,https://www.allmusic.com/artist/cynthia-weil-mn0000147648
13643,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Jimmy Wilcox,"Drums,  Vocals",https://www.allmusic.com/artist/jimmy-wilcox-mn0001623108
13644,Rock and Roll Hoochie Koo: The Best of Rick Derringer,Rick Derringer,Edgar Winter,"Guest Artist,  Keyboards,  Organ,  Percussion,  Piano (Electric),  Saxophone,  Vocals (Background)",https://www.allmusic.com/artist/edgar-winter-mn0000178536
13645,Live in Japan 1995,King Crimson,Adrian Belew,"Composer,  Guitar,  Vocals",https://www.allmusic.com/artist/adrian-belew-mn0000498577
13646,Live in Japan 1995,King Crimson,Bill Bruford,"Composer,  Drums,  Electronic Drums,  Percussion",https://www.allmusic.com/artist/bill-bruford-mn0000074776
13647,Live in Japan 1995,King Crimson,Robert Fripp,Composer,https://www.allmusic.com/artist/robert-fripp-mn0000238440
13648,Live in Japan 1995,King Crimson,Hirotishi Hario,Producer,https://www.allmusic.com/artist/hirotishi-hario-mn0001784783
13649,Live in Japan 1995,King Crimson,King Crimson,"Composer,  Primary Artist",https://www.allmusic.com/artist/king-crimson-mn0000076057
13650,Live in Japan 1995,King Crimson,Tony Levin,Composer,https://www.allmusic.com/artist/tony-levin-mn0000007305
13651,Live in Japan 1995,King Crimson,Richard Palmer-James,Composer,https://www.allmusic.com/artist/richard-palmer-james-mn0000354117
13652,Live in Japan 1995,King Crimson,Ryuji Sasaki,Director,https://www.allmusic.com/artist/ryuji-sasaki-mn0001888017
13653,Heavy Breathing: The Crunch High-Energy Workout,Various,Bayside Boys,Producer,https://www.allmusic.com/artist/bayside-boys-mn0001769657
13654,Heavy Breathing: The Crunch High-Energy Workout,Various,Adrian Belew,Composer,https://www.allmusic.com/artist/adrian-belew-mn0000498577
13655,Heavy Breathing: The Crunch High-Energy Workout,Various,Eric Bibb,Composer,https://www.allmusic.com/artist/eric-bibb-mn0000186484
13656,Heavy Breathing: The Crunch High-Energy Workout,Various,Black Box,"Performer,  Primary Artist",https://www.allmusic.com/artist/black-box-mn0000090124
13657,Heavy Breathing: The Crunch High-Energy Workout,Various,Darin Black,Composer,https://www.allmusic.com/artist/darin-black-mn0001799823
13658,Heavy Breathing: The Crunch High-Energy Workout,Various,Brainstorm,"Performer,  Primary Artist",https://www.allmusic.com/artist/brainstorm-mn0000616979
13659,Heavy Breathing: The Crunch High-Energy Workout,Various,Michael Brooks,Remixing,https://www.allmusic.com/artist/michael-brooks-mn0000694146
13660,Heavy Breathing: The Crunch High-Energy Workout,Various,Charles Calello,"Arranger,  Conductor",https://www.allmusic.com/artist/charles-calello-mn0000805241
13661,Heavy Breathing: The Crunch High-Energy Workout,Various,Alphonsus Cassell,Composer,https://www.allmusic.com/artist/alphonsus-cassell-mn0000154726
13662,Heavy Breathing: The Crunch High-Energy Workout,Various,Desmond Child,Composer,https://www.allmusic.com/artist/desmond-child-mn0000253048
13663,Heavy Breathing: The Crunch High-Energy Workout,Various,Chill,"Performer,  Primary Artist",https://www.allmusic.com/artist/chill-mn0000100970
13664,Heavy Breathing: The Crunch High-Energy Workout,Various,Adam Clough,"Producer,  Production Assistant,  Remixing",https://www.allmusic.com/artist/adam-clough-mn0001780427
13665,Heavy Breathing: The Crunch High-Energy Workout,Various,Marian Conaty,"Engineer,  Mastering",https://www.allmusic.com/artist/marian-conaty-mn0000221887
13666,Heavy Breathing: The Crunch High-Energy Workout,Various,Reuben Cross,Composer,https://www.allmusic.com/artist/reuben-cross-mn0000467249
13667,Heavy Breathing: The Crunch High-Energy Workout,Various,Daniele Davoli,Composer,https://www.allmusic.com/artist/daniele-davoli-mn0000957530
13668,Heavy Breathing: The Crunch High-Energy Workout,Various,Carlos Alberto de Yarza,Producer,https://www.allmusic.com/artist/carlos-alberto-de-yarza-mn0001790889
13669,Heavy Breathing: The Crunch High-Energy Workout,Various,Johan Ekelund,Producer,https://www.allmusic.com/artist/johan-ekelund-mn0000173987
13670,Heavy Breathing: The Crunch High-Energy Workout,Various,"John H. Fitch, Jr.",Composer,https://www.allmusic.com/artist/john-h-fitch-jr-mn0000777036
13671,Heavy Breathing: The Crunch High-Energy Workout,Various,Mark Harper,Composer,https://www.allmusic.com/artist/mark-harper-mn0001621887
13672,Heavy Breathing: The Crunch High-Energy Workout,Various,Ray Hayden,"Producer,  Remixing",https://www.allmusic.com/artist/ray-hayden-mn0001209006
13673,Heavy Breathing: The Crunch High-Energy Workout,Various,Gerald Jackson,Composer,https://www.allmusic.com/artist/gerald-jackson-mn0000649255
13674,Heavy Breathing: The Crunch High-Energy Workout,Various,Pete Jackson,Composer,https://www.allmusic.com/artist/pete-jackson-mn0000326342
13675,Heavy Breathing: The Crunch High-Energy Workout,Various,Dalita Keumurian,"Project Coordinator,  Project Manager",https://www.allmusic.com/artist/dalita-keumurian-mn0001213579
13676,Heavy Breathing: The Crunch High-Energy Workout,Various,"Evelyn ""Champagne"" King","Performer,  Primary Artist",https://www.allmusic.com/artist/evelyn-champagne-king-mn0000788937
13677,Heavy Breathing: The Crunch High-Energy Workout,Various,Tim Lennox,"Producer,  Production Assistant,  Remixing",https://www.allmusic.com/artist/tim-lennox-mn0001827182
13678,Heavy Breathing: The Crunch High-Energy Workout,Various,Theodore Life,Producer,https://www.allmusic.com/artist/theodore-life-mn0001652660
13679,Heavy Breathing: The Crunch High-Energy Workout,Various,Mirko Limoni,Composer,https://www.allmusic.com/artist/mirko-limoni-mn0001242730
13680,Heavy Breathing: The Crunch High-Energy Workout,Various,Sandy Linzer,"Arranger,  Composer,  Vocal Arrangement",https://www.allmusic.com/artist/sandy-linzer-mn0000296143
13681,Heavy Breathing: The Crunch High-Energy Workout,Various,Los del Rio,"Performer,  Primary Artist",https://www.allmusic.com/artist/los-del-rio-mn0000847305
13682,Heavy Breathing: The Crunch High-Energy Workout,Various,Nina Marraccini,"Compilation Producer,  Sequencing,  Tape Research",https://www.allmusic.com/artist/nina-marraccini-mn0001753927
13683,Heavy Breathing: The Crunch High-Energy Workout,Various,Hank Medress,Producer,https://www.allmusic.com/artist/hank-medress-mn0000559539
13684,Heavy Breathing: The Crunch High-Energy Workout,Various,Steve Mitchell,Composer,https://www.allmusic.com/artist/steve-mitchell-mn0001527522
13685,Heavy Breathing: The Crunch High-Energy Workout,Various,Antonio Romero Monge,Composer,https://www.allmusic.com/artist/antonio-romero-monge-mn0000926568
13686,Heavy Breathing: The Crunch High-Energy Workout,Various,Norman Moore,Design,https://www.allmusic.com/artist/norman-moore-mn0002290241
13687,Heavy Breathing: The Crunch High-Energy Workout,Various,Lisa Nilsson,"Performer,  Primary Artist",https://www.allmusic.com/artist/lisa-nilsson-mn0000246779
13688,Heavy Breathing: The Crunch High-Energy Workout,Various,Odyssey,"Performer,  Primary Artist",https://www.allmusic.com/artist/odyssey-mn0000399437
13689,Heavy Breathing: The Crunch High-Energy Workout,Various,Michael Omansky,Executive Producer,https://www.allmusic.com/artist/michael-omansky-mn0001217144
13690,Heavy Breathing: The Crunch High-Energy Workout,Various,Richard Perry,Producer,https://www.allmusic.com/artist/richard-perry-mn0000132751
13691,Heavy Breathing: The Crunch High-Energy Workout,Various,Jerry Peters,Producer,https://www.allmusic.com/artist/jerry-peters-mn0000847493
13692,Heavy Breathing: The Crunch High-Energy Workout,Various,Buster Poindexter,"Performer,  Primary Artist",https://www.allmusic.com/artist/buster-poindexter-mn0000644925
13693,Heavy Breathing: The Crunch High-Energy Workout,Various,The Pointer Sisters,"Performer,  Primary Artist",https://www.allmusic.com/artist/the-pointer-sisters-mn0000894847
13694,Heavy Breathing: The Crunch High-Energy Workout,Various,Vini Poncia,Composer,https://www.allmusic.com/artist/vini-poncia-mn0000810302
13695,Heavy Breathing: The Crunch High-Energy Workout,Various,Denny Randell,Composer,https://www.allmusic.com/artist/denny-randell-mn0000254003
13696,Heavy Breathing: The Crunch High-Energy Workout,Various,Vicki Sue Robinson,"Performer,  Primary Artist",https://www.allmusic.com/artist/vicki-sue-robinson-mn0000202344
13697,Heavy Breathing: The Crunch High-Energy Workout,Various,Sardina,Composer,https://www.allmusic.com/artist/sardina-mn0000300254
13698,Heavy Breathing: The Crunch High-Energy Workout,Various,Warren Schatz,"Executive Producer,  Producer",https://www.allmusic.com/artist/warren-schatz-mn0000238082
13699,Heavy Breathing: The Crunch High-Energy Workout,Various,Valerio Semplici,Composer,https://www.allmusic.com/artist/valerio-semplici-mn0001458326
13700,Heavy Breathing: The Crunch High-Energy Workout,Various,Marti Sharron,Composer,https://www.allmusic.com/artist/marti-sharron-mn0000367684
13701,Heavy Breathing: The Crunch High-Energy Workout,Various,Paul Stanley,Composer,https://www.allmusic.com/artist/paul-stanley-mn0000751623
13702,Heavy Breathing: The Crunch High-Energy Workout,Various,Colin Thorpe,"Producer,  Production Assistant,  Remixing",https://www.allmusic.com/artist/colin-thorpe-mn0001226100
13703,Heavy Breathing: The Crunch High-Energy Workout,Various,James C. Tract,Remixing,https://www.allmusic.com/artist/james-c-tract-mn0001747705
13704,Heavy Breathing: The Crunch High-Energy Workout,Various,Allee Willis,Composer,https://www.allmusic.com/artist/allee-willis-mn0000004811
13705,Heavy Breathing: The Crunch High-Energy Workout,Various,Trenita Womack,Composer,https://www.allmusic.com/artist/trenita-womack-mn0001765921
13706,Heavy Breathing: The Crunch High-Energy Workout,Various,Belita Woods,Composer,https://www.allmusic.com/artist/belita-woods-mn0000789069
13707,Heavy Breathing: The Crunch High-Energy Workout,Various,Carlos A. Yarza,Producer,https://www.allmusic.com/artist/carlos-a-yarza-mn0001730887
13708,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Walter Afanasieff,"Composer,  Music Direction,  Producer",https://www.allmusic.com/artist/walter-afanasieff-mn0000380606
13709,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Adrian Belew,Composer,https://www.allmusic.com/artist/adrian-belew-mn0000498577
13710,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Boyz II Men,"Guest Artist,  Primary Artist",https://www.allmusic.com/artist/boyz-ii-men-mn0000096379
13711,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Jonathan Cain,Composer,https://www.allmusic.com/artist/jonathan-cain-mn0000261932
13712,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Mariah Carey,"Composer,  Primary Artist,  Vocals",https://www.allmusic.com/artist/mariah-carey-mn0000262255
13713,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Robert Clivillés,Composer,https://www.allmusic.com/artist/robert-clivill%C3%A9s-mn0000231962
13714,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,David Cole,Composer,https://www.allmusic.com/artist/david-cole-mn0000534535
13715,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Hal Davis,Composer,https://www.allmusic.com/artist/hal-davis-mn0000549412
13716,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Jermaine Dupri,Composer,https://www.allmusic.com/artist/jermaine-dupri-mn0000322733
13717,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Tom Evans,Composer,https://www.allmusic.com/artist/tom-evans-mn0000606811
13718,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Chris Frantz,Composer,https://www.allmusic.com/artist/chris-frantz-mn0000776950
13719,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,"Berry Gordy, Jr.",Composer,https://www.allmusic.com/artist/berry-gordy-jr-mn0000047893
13720,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Jane Gulick,Video Producer,https://www.allmusic.com/artist/jane-gulick-mn0001222765
13721,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,"Dave ""Jam"" Hall",Composer,https://www.allmusic.com/artist/dave-jam-hall-mn0001922342
13722,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Pete Ham,Composer,https://www.allmusic.com/artist/pete-ham-mn0000840048
13723,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Randy Hoffman,Executive Producer,https://www.allmusic.com/artist/randy-hoffman-mn0001340845
13724,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Willie Hutch,Composer,https://www.allmusic.com/artist/willie-hutch-mn0000580485
13725,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Lawrence Jordan,Video Director,https://www.allmusic.com/artist/lawrence-jordan-mn0001291734
13726,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Ben Margulies,Composer,https://www.allmusic.com/artist/ben-margulies-mn0000163600
13727,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Michael McCary,Composer,https://www.allmusic.com/artist/michael-mccary-mn0001198798
13728,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Nathan Morris,Composer,https://www.allmusic.com/artist/nathan-morris-mn0000378935
13729,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Wanya Morris,"Composer,  Primary Artist",https://www.allmusic.com/artist/wanya-morris-mn0000192093
13730,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Steve Perry,Composer,https://www.allmusic.com/artist/steve-perry-mn0000757070
13731,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,"Manuel Seal, Jr.",Composer,https://www.allmusic.com/artist/manuel-seal-jr-mn0000675018
13732,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,June Shellene,Composer,https://www.allmusic.com/artist/june-shellene-mn0000258678
13733,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Steven Stanley,Composer,https://www.allmusic.com/artist/steven-stanley-mn0000038780
13734,Fantasy: Mariah Carey at Madison Square Garden,Mariah Carey,Shawn Stockman,Composer,https://www.allmusic.com/artist/shawn-stockman-mn0000011426
